filename,width,height,class,xmin,ymin,xmax,ymax
Buffy_1.jpg,618,707,hand,345.6226103157693,461.5704505787508,387.3773896842307,492.4295494212492
Buffy_1.jpg,618,707,hand,384.2448898907435,449.81237317998927,426.75511010925646,493.1876268200108
Buffy_10.jpg,511,585,hand,131.45405845398162,371.4540584539816,170.54594154601838,410.5459415460184
Buffy_10.jpg,511,585,hand,227.5626576161613,369.8336335545929,282.4373423838387,419.1663664454071
Buffy_100.jpg,555,563,hand,146.45405845398162,381.45405845398153,190.54594154601838,425.54594154601835
Buffy_100.jpg,555,563,hand,264.3575106045295,345.62901272543536,317.6424893954705,396.3709872745645
Buffy_101.jpg,517,589,hand,231.12091334994022,360.0377924868733,278.8790866500598,404.9622075131266
Buffy_102.jpg,571,589,hand,319.1194313451768,346.8008498730956,365.8805686548232,394.1991501269044
Buffy_103.jpg,601,617,hand,379.1853151020623,379.7749655183922,425.81468489793787,425.2250344816078
Buffy_104.jpg,568,699,hand,198.7901735010946,501.24064787787484,248.2098264989054,565.7593521221252
Buffy_104.jpg,568,699,hand,373.0194267068489,521.2912647733854,410.9805732931511,570.7087352266146
Buffy_105.jpg,585,677,hand,183.6463531338136,482.33674445890523,245.35364686618635,548.6632555410947
Buffy_105.jpg,585,677,hand,392.06934514951445,504.12080354485425,429.93065485048555,551.8791964551456
Buffy_106.jpg,604,698,hand,186.24433492850605,482.66849427944055,249.75566507149392,547.3315057205594
Buffy_106.jpg,604,698,hand,391.953980387992,506.557822693529,439.04601961200814,564.442177306471
Buffy_107.jpg,581,688,hand,178.89314043574086,469.3261697556028,239.10685956425914,539.6738302443972
Buffy_107.jpg,581,688,hand,376.78632655908626,513.2343474193436,412.21367344091374,561.7656525806564
Buffy_108.jpg,589,748,hand,240.81404892266588,514.4419249477471,288.18595107733427,566.5580750522529
Buffy_108.jpg,589,748,hand,272.04841910729004,533.8777175150158,313.95158089271007,576.1222824849842
Buffy_109.jpg,584,763,hand,267.96442806655256,549.151977889846,311.03557193344744,590.848022110154
Buffy_109.jpg,584,763,hand,288.4540584539816,548.4540584539816,335.5459415460184,595.5459415460184
Buffy_11.jpg,492,575,hand,125.51744905431711,361.4977940672497,168.48255094568287,403.5022059327502
Buffy_11.jpg,492,575,hand,219.0980443743438,369.43213324435936,271.9019556256562,420.5678667556405
Buffy_110.jpg,573,739,hand,200.7955699587047,541.1905467997244,237.20443004129527,593.8094532002755
Buffy_110.jpg,573,739,hand,351.5,544.0,378.5,575.0
Buffy_111.jpg,620,590,hand,202.21578754574637,125.66249934587825,246.7842124542536,190.33750065412175
Buffy_112.jpg,636,583,hand,191.6042486643655,165.3255310830457,224.39575133563454,216.6744689169543
Buffy_113.jpg,562,588,hand,202.4983632506062,308.1268147266277,263.5016367493938,364.87318527337226
Buffy_113.jpg,562,588,hand,270.7053574100996,354.64285928079715,331.2946425899004,398.35714071920285
Buffy_114.jpg,515,568,hand,192.1051787324237,269.04911888691026,250.8948212675763,321.9508811130896
Buffy_114.jpg,515,568,hand,258.6712723223402,315.05526786808184,297.3287276776598,349.94473213191804
Buffy_115.jpg,525,610,hand,241.27768557094842,335.7773299160352,280.7223144290516,369.2226700839648
Buffy_116.jpg,529,612,hand,236.15290138088002,348.05975919023274,280.84709861911995,384.94024080976715
Buffy_117.jpg,540,606,hand,218.17278675388235,369.35357740368164,260.8272132461177,409.64642259631836
Buffy_117.jpg,540,606,hand,261.9344877660254,355.99667615561424,312.0655122339746,405.00332384438576
Buffy_118.jpg,537,602,hand,228.36536720005435,374.86616050007933,278.6346327999456,421.1338394999207
Buffy_118.jpg,537,602,hand,285.3595561028179,360.25983353855673,325.6404438971821,409.7401664614433
Buffy_119.jpg,516,592,hand,233.35722703498328,325.24740167727816,292.6427729650166,374.75259832272184
Buffy_12.jpg,505,575,hand,129.0311045767664,366.75535890961726,164.96889542323368,402.24464109038274
Buffy_120.jpg,529,600,hand,246.46660490172349,336.97060557510537,312.5333950982765,379.02939442489463
Buffy_121.jpg,526,599,hand,231.82131456817692,331.5327943307964,307.17868543182306,383.46720566920374
Buffy_122.jpg,520,595,hand,238.4594586405249,330.2864841934696,303.5405413594751,375.71351580653027
Buffy_123.jpg,520,588,hand,244.15378242933028,319.39983431625865,305.8462175706697,364.6001656837413
Buffy_124.jpg,553,568,hand,236.07849835108007,334.0821122153225,299.92150164891996,376.91788778467736
Buffy_124.jpg,553,568,hand,289.6029430011732,327.93439615835825,346.3970569988268,367.06560384164163
Buffy_125.jpg,561,566,hand,197.8308793718969,378.6754018559381,245.1691206281031,412.3245981440619
Buffy_125.jpg,561,566,hand,295.8010915674214,333.88447542642774,343.1989084325786,370.11552457357226
Buffy_126.jpg,585,598,hand,312.65425112523445,338.9211634895528,362.34574887476555,376.0788365104471
Buffy_127.jpg,567,768,hand,200.63568183557425,511.09081169079633,231.36431816442575,542.9091883092037
Buffy_127.jpg,567,768,hand,338.623792731402,555.1759717361003,371.376207268598,602.8240282638997
Buffy_128.jpg,594,797,hand,221.01306413762615,551.4640519091527,244.98693586237385,593.5359480908476
Buffy_128.jpg,594,797,hand,348.5168434251491,566.3258421712576,377.4831565748509,607.6741578287426
Buffy_129.jpg,613,796,hand,218.75119915938973,551.4078433137936,254.24880084061027,602.5921566862064
Buffy_129.jpg,613,796,hand,362.578204857861,575.5489951197687,393.421795142139,615.4510048802313
Buffy_13.jpg,560,677,hand,363.93153464334955,461.5698752430738,406.06846535665045,520.4301247569263
Buffy_130.jpg,628,800,hand,217.12663402068915,545.9347265328493,254.87336597931096,592.0652734671507
Buffy_130.jpg,628,800,hand,376.7753635413399,571.2872540597621,411.2246364586602,615.7127459402379
Buffy_131.jpg,597,773,hand,365.03115874427385,546.0019474215172,400.96884125572626,611.998052578483
Buffy_132.jpg,580,779,hand,214.08823529411762,560.6470588235294,261.9117647058823,618.3529411764706
Buffy_132.jpg,580,779,hand,339.613394448986,556.2539210150851,375.386605551014,628.7460789849149
Buffy_133.jpg,601,788,hand,216.28648419346968,569.4594586405249,261.71351580653027,634.5405413594751
Buffy_133.jpg,601,788,hand,359.69776817095146,570.6976906449723,395.30223182904854,627.3023093550277
Buffy_134.jpg,600,791,hand,214.50281045074345,575.724547152056,242.49718954925652,625.2754528479439
Buffy_134.jpg,600,791,hand,343.9955671283129,570.3758137898576,387.004432871687,638.6241862101422
Buffy_135.jpg,536,689,hand,160.00235673727104,481.3515387332692,201.997643262729,545.6484612667309
Buffy_135.jpg,536,689,hand,314.0913006006497,499.04835732672956,354.9086993993503,555.9516426732705
Buffy_136.jpg,535,675,hand,159.07607590437937,483.09843800886927,200.92392409562063,543.9015619911307
Buffy_136.jpg,535,675,hand,314.649359236278,480.9974038854417,350.350640763722,545.0025961145583
Buffy_137.jpg,543,691,hand,168.54821788389143,492.8600184647366,200.45178211610857,554.1399815352634
Buffy_137.jpg,543,691,hand,321.74457448295294,495.44193542653477,359.25542551704706,557.5580645734652
Buffy_138.jpg,534,678,hand,161.7816931941989,480.2565778327583,199.21830680580103,538.7434221672418
Buffy_138.jpg,534,678,hand,315.6543779140802,480.96422713943593,351.3456220859198,544.0357728605641
Buffy_139.jpg,582,614,hand,134.54026926617058,420.2579121890587,183.45973073382942,459.7420878109412
Buffy_14.jpg,564,649,hand,375.8474467622837,442.89829784152244,420.1525532377163,494.10170215847745
Buffy_140.jpg,583,616,hand,137.84501430995707,417.55202289593126,184.15498569004293,460.4479771040686
Buffy_141.jpg,558,690,hand,192.59035036593306,453.44073841464336,224.4096496340669,499.5592615853567
Buffy_141.jpg,558,690,hand,333.9675941941184,483.47772816057255,370.03240580588164,527.5222718394275
Buffy_142.jpg,568,705,hand,179.59154209475622,445.6820894691811,222.40845790524378,498.31791053081866
Buffy_142.jpg,568,705,hand,335.86341611888486,500.8887038176305,371.13658388111514,545.1112961823692
Buffy_143.jpg,574,689,hand,176.79819738233743,441.15843773135913,223.20180261766257,488.84156226864087
Buffy_143.jpg,574,689,hand,332.66849427944055,505.2443349285061,374.3315057205594,546.7556650714939
Buffy_144.jpg,532,670,hand,181.53976444572865,476.964597265056,211.46023555427135,518.0354027349439
Buffy_144.jpg,532,670,hand,320.3251697355307,478.3525622363612,356.67483026446916,517.6474377636387
Buffy_145.jpg,757,837,hand,286.77998433665414,558.2648243455146,325.2200156633459,621.7351756544853
Buffy_145.jpg,757,837,hand,350.31444498882115,494.5174181134825,410.68555501117885,524.4825818865174
Buffy_146.jpg,723,748,hand,202.9477144655557,485.9847053661467,273.0522855344443,553.0152946338533
Buffy_146.jpg,723,748,hand,456.1996387672713,460.71544725320445,511.8003612327287,517.2845527467955
Buffy_147.jpg,573,672,hand,196.19277547631805,445.73092515877266,232.80722452368195,487.2690748412274
Buffy_147.jpg,573,672,hand,361.61842334078443,472.2157897787713,394.38157665921557,520.7842102212288
Buffy_148.jpg,581,657,hand,200.28169684735917,446.52654542631365,233.71830315264083,503.47345457368635
Buffy_148.jpg,581,657,hand,354.5038249044542,449.6786624977251,382.4961750955458,492.3213375022749
Buffy_149.jpg,516,612,hand,137.12635771598178,405.2754198724997,188.8736422840182,457.7245801275003
Buffy_149.jpg,516,612,hand,327.19277547631805,407.73092515877266,364.80722452368195,452.26907484122734
Buffy_15.jpg,569,649,hand,382.03362959651355,430.1267084282661,431.9663704034865,484.8732915717339
Buffy_150.jpg,519,605,hand,156.50215190883648,276.7589669983721,184.49784809116352,333.2410330016279
Buffy_150.jpg,519,605,hand,300.8294387241783,263.15813058760557,349.1705612758217,324.84186941239443
Buffy_151.jpg,611,593,hand,338.3577369229515,103.69384345205972,391.6422630770485,161.30615654794028
Buffy_152.jpg,764,729,hand,194.05421701958124,348.6201276585772,255.94578298041873,418.3798723414228
Buffy_153.jpg,742,678,hand,212.2362346747773,347.8518506727909,278.76376532522283,419.1481493272089
Buffy_154.jpg,733,635,hand,239.63968058806924,383.23509883671346,313.36031941193073,454.76490116328654
Buffy_155.jpg,710,611,hand,269.52780309102525,410.55397070610786,352.47219690897475,477.44602929389214
Buffy_156.jpg,624,623,hand,158.0323824304034,437.2462159666958,194.96761756959657,482.7537840333043
Buffy_156.jpg,624,623,hand,433.12396206672236,395.58052003606616,476.87603793327776,445.41947996393395
Buffy_157.jpg,763,556,hand,104.3919609581501,271.1077268189016,165.6080390418499,348.8922731810984
Buffy_158.jpg,774,560,hand,108.96495000220686,285.8838270503019,164.03504999779312,359.1161729496981
Buffy_159.jpg,776,557,hand,108.82052212616485,271.43235343925005,175.17947787383514,351.56764656074995
Buffy_16.jpg,571,662,hand,389.6290127254354,439.3575106045295,445.37098727456464,498.64248939547053
Buffy_160.jpg,769,555,hand,102.71070104029079,273.59718101002676,165.2892989597092,349.40281898997324
Buffy_161.jpg,479,550,hand,131.74545873547714,340.31765248120576,170.2545412645228,378.68234751879424
Buffy_161.jpg,479,550,hand,163.5860985300787,335.7179760240328,213.41390146992129,381.2820239759672
Buffy_162.jpg,486,556,hand,134.03477604387876,351.10021984951845,175.96522395612112,391.89978015048166
Buffy_162.jpg,486,556,hand,164.80832058310153,349.0036211297594,208.19167941689835,388.99637887024073
Buffy_163.jpg,483,552,hand,137.50582391298246,340.5071942454489,175.49417608701748,378.492805754551
